model_name,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,roc_auc_ovr,roc_auc_ovo,pr_auc
rf,0.9984567901234568,0.9966488098985251,0.994887409844297,0.9957660948007225,0.9984549490030648,0.9984567901234568,0.9984554194177396,,,
xgb,0.9982943469785575,0.9941189846174999,0.9965693840371153,0.9953402748973241,0.9983003142175383,0.9982943469785575,0.9982964563843076,,,
