,precision,recall,f1-score,support
Benign,0.941891378655526,0.991207034372502,0.9659201557935735,2502.0
Malicious,0.998999590741667,0.9930838079739626,0.9960329154670958,22122.0
accuracy,0.9928931124106563,0.9928931124106563,0.9928931124106563,0.9928931124106563
macro avg,0.9704454846985965,0.9921454211732323,0.9809765356303346,24624.0
weighted avg,0.9931969288411014,0.9928931124106563,0.9929732125470522,24624.0
